mechanism_id,name,action_type,target_id
mechanism_lamin_a-c_modulator,Lamin A-C modulator,modulator,target_lamin_a-c
mechanism_cd107a_modulator,CD107a modulator,modulator,target_cd107a
mechanism_atp_dependent_rna_helicase_ddx3x_modulator,ATP dependent RNA helicase DDX3X modulator,modulator,target_atp_dependent_rna_helicase_ddx3x
mechanism_eukaryotic_initiation_factor_4a_modulator,Eukaryotic initiation factor 4A modulator,modulator,target_eukaryotic_initiation_factor_4a
mechanism_lysine_specific_histone_demethylase_1_inhibitor,Lysine specific histone demethylase 1 inhibitor,inhibitor,target_lysine_specific_histone_demethylase_1
mechanism_hcn_potassium-sodium_channel_2_inhibitor,HCN potassium-sodium channel 2 inhibitor,inhibitor,target_hcn_potassium-sodium_channel_2
mechanism_interleukin_33_ligand_unspecified,Interleukin 33 ligand unspecified,unspecified,target_interleukin_33_ligand
mechanism_osteopontin_ligand_inhibitor_inhibitor,Osteopontin ligand inhibitor;inhibitor,ligand inhibitor;inhibitor,target_osteopontin
mechanism_triosephosphate_dehydrogenase_inhibitor,Triosephosphate dehydrogenase inhibitor,inhibitor,target_triosephosphate_dehydrogenase
mechanism_glutamate_receptor_2_antagonist_agonist,Glutamate receptor 2 antagonist;agonist,antagonist;agonist,target_glutamate_receptor_2
mechanism_ampa_receptor_antagonist_antagonist_agonist,AMPA receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_ampa
mechanism_neuroendocrine_convertase-1_inhibitor,Neuroendocrine convertase-1 inhibitor,inhibitor,target_neuroendocrine_convertase-1
mechanism_proprotein_convertase_pc4_modulator,Proprotein convertase PC4 modulator,modulator,target_proprotein_convertase_pc4
mechanism_proprotein_convertase_pc5_modulator,Proprotein convertase PC5 modulator,modulator,target_proprotein_convertase_pc5
mechanism_proprotein_convertase_pc7_modulator,Proprotein convertase PC7 modulator,modulator,target_proprotein_convertase_pc7
mechanism_furin_inhibitor,Furin inhibitor,inhibitor,target_furin
mechanism_neuroendocrine_convertase-2_inhibitor,Neuroendocrine convertase-2 inhibitor,inhibitor,target_neuroendocrine_convertase-2
mechanism_kcnq_voltage-gated_potassium_channel_stimulator,KCNQ voltage-gated potassium channel stimulator,stimulator,target_kcnq_voltage-gated_potassium_channel
mechanism_glutaminyl_cyclotransferase_like_protein_inhibitor,Glutaminyl cyclotransferase like protein inhibitor,inhibitor,target_glutaminyl_cyclotransferase_like_protein
mechanism_kruppel-like_factor_2_stimulator,Kruppel-like factor 2 stimulator,stimulator,target_kruppel-like_factor_2
mechanism_nucleolysin_tia-1_inhibitor,Nucleolysin TIA-1 inhibitor,inhibitor,target_nucleolysin_tia-1
mechanism_leukotriene_blt_receptor_2_agonist,Leukotriene BLT receptor 2 agonist,agonist,target_leukotriene_blt_receptor_2
mechanism_phosphoinositide-3_kinase_alpha_inhibitor,Phosphoinositide-3 kinase alpha inhibitor,inhibitor,target_phosphoinositide-3_kinase_alpha
mechanism_ras-related_protein_rab_10_inhibitor,Ras-related protein Rab 10 inhibitor,inhibitor,target_ras-related_protein_rab_10
mechanism_ras-related_protein_rab_8a_inhibitor,Ras-related protein Rab 8A inhibitor,inhibitor,target_ras-related_protein_rab_8a
mechanism_histone_acetyltransferase_p300_inhibitor,Histone acetyltransferase p300 inhibitor,inhibitor,target_histone_acetyltransferase_p300
mechanism_son_of_sevenless_homolog_1_inhibitor,Son of sevenless homolog 1 inhibitor,inhibitor,target_son_of_sevenless_homolog_1
mechanism_mst-1_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,MST-1 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_mst-1
mechanism_g_protein_coupled_receptor_88_agonist,G protein coupled receptor 88 agonist,agonist,target_g_protein_coupled_receptor_88
mechanism_serine_threonine_protein_kinase_33_inhibitor,Serine threonine protein kinase 33 inhibitor,inhibitor,target_serine_threonine_protein_kinase_33
mechanism_interleukin_17_ligand_modulator_modulator,Interleukin 17 ligand modulator;modulator,ligand modulator;modulator,target_interleukin_17
mechanism_androgen_receptor_agonist_agonist,Androgen receptor agonist;agonist,receptor agonist;agonist,target_androgen
mechanism_nicotinic_ach_receptor_beta_4_subunit_stimulator,Nicotinic ACh receptor beta 4 subunit stimulator,stimulator,target_nicotinic_ach_receptor_beta_4_subunit
mechanism_nicotinic_ach_receptor_alpha_3_subunit_stimulator,Nicotinic ACh receptor alpha 3 subunit stimulator,stimulator,target_nicotinic_ach_receptor_alpha_3_subunit
mechanism_alpha_protein_kinase_1_stimulator,Alpha protein kinase 1 stimulator,stimulator,target_alpha_protein_kinase_1
mechanism_htr1a_modulator,5-HT1A receptor modulator,modulator,target_htr1a
mechanism_rna_binding_protein_multiple_splicing_inhibitor,RNA binding protein multiple splicing inhibitor,inhibitor,target_rna_binding_protein_multiple_splicing
mechanism_trp_cation_channel_m3_inhibitor,TRP cation channel M3 inhibitor,inhibitor,target_trp_cation_channel_m3
mechanism_cdc2-related_protein_kinase_7_inhibitor,CDC2-related protein kinase 7 inhibitor,inhibitor,target_cdc2-related_protein_kinase_7
mechanism_cyclin_k_inhibitor,Cyclin K inhibitor,inhibitor,target_cyclin_k
mechanism_cyclin_dependent_kinase_13_inhibitor,Cyclin dependent kinase 13 inhibitor,inhibitor,target_cyclin_dependent_kinase_13
mechanism_htt_gene_modulator_modulator,HTT gene modulator;modulator,gene modulator;modulator,target_htt
mechanism_translocator_protein_modulator_modulator,Translocator protein modulator;modulator,protein modulator;modulator,target_translocator
mechanism_bcl_2_like_protein_10_inhibitor,Bcl 2 like protein 10 inhibitor,inhibitor,target_bcl_2_like_protein_10
mechanism_mcl-1_differentiation_protein_inhibitor,Mcl-1 differentiation protein inhibitor,inhibitor,target_mcl-1_differentiation_protein
mechanism_bcl_2_related_protein_a1_inhibitor,Bcl 2 related protein A1 inhibitor,inhibitor,target_bcl_2_related_protein_a1
mechanism_kcna_voltage-gated_potassium_channel_inhibitor,KCNA voltage-gated potassium channel inhibitor,inhibitor,target_kcna_voltage-gated_potassium_channel
mechanism_tak1_binding_protein_inhibitor,TAK1 binding protein inhibitor,inhibitor,target_tak1_binding_protein
mechanism_cyclin-dependent_kinase-2_modulator,Cyclin-dependent kinase-2 modulator,modulator,target_cyclin-dependent_kinase-2
mechanism_dna_mismatch_repair_protein_mlh3_inhibitor,DNA mismatch repair protein Mlh3 inhibitor,inhibitor,target_dna_mismatch_repair_protein_mlh3
mechanism_taste_receptor_type_1_member_3_modulator,Taste receptor type 1 member 3 modulator,modulator,target_taste_receptor_type_1_member_3
mechanism_gasdermin_d_inhibitor,Gasdermin D inhibitor,inhibitor,target_gasdermin_d
mechanism_apoptosis_inducing_factor_inhibitor,Apoptosis inducing factor inhibitor,inhibitor,target_apoptosis_inducing_factor
mechanism_polymerase_delta_interacting_protein_3_modulator,Polymerase delta interacting protein 3 modulator,modulator,target_polymerase_delta_interacting_protein_3
mechanism_nociceptin_receptor_agonist_agonist,Nociceptin receptor agonist;agonist,receptor agonist;agonist,target_nociceptin
mechanism_free_fatty_acid_receptor_1_agonist,Free fatty acid receptor 1 agonist,agonist,target_free_fatty_acid_receptor_1
mechanism_caprin_1_modulator,Caprin 1 modulator,modulator,target_caprin_1
mechanism_lysophospholipase_3_inhibitor,Lysophospholipase 3 inhibitor,inhibitor,target_lysophospholipase_3
mechanism_hcn_potassium-sodium_channel_inhibitor,HCN potassium-sodium channel inhibitor,inhibitor,target_hcn_potassium-sodium_channel
mechanism_g_protein_coupled_receptor_6_inverse_agonist_agonist,G protein coupled receptor 6 inverse agonist;agonist,inverse agonist;agonist,target_g_protein_coupled_receptor_6
mechanism_tyro_tyrosine_kinase_binding_protein_modulator_modulator,TYRO tyrosine kinase binding protein modulator;modulator,protein modulator;modulator,target_tyro_tyrosine_kinase_binding
mechanism_amyloid_beta_a4_binding_protein_inhibitor,Amyloid beta A4 binding protein inhibitor,inhibitor,target_amyloid_beta_a4_binding_protein
mechanism_c3a_receptor_antagonist_antagonist_agonist,C3a receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_c3a
mechanism_orphan_nuclear_receptor_nurr1_agonist,Orphan nuclear receptor NURR1 agonist,agonist,target_orphan_nuclear_receptor_nurr1
mechanism_melanocortin_mc5_receptor_modulator,Melanocortin MC5 receptor modulator,modulator,target_melanocortin_mc5_receptor
mechanism_melanocortin_mc3_receptor_antagonist_antagonist_agonist,Melanocortin MC3 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_melanocortin_mc3
mechanism_melanocortin_receptor_modulator,Melanocortin receptor modulator,modulator,target_melanocortin_receptor
mechanism_melanocortin_mc4_receptor_modulator,Melanocortin MC4 receptor modulator,modulator,target_melanocortin_mc4_receptor
mechanism_melanocortin_mc3_receptor_modulator,Melanocortin MC3 receptor modulator,modulator,target_melanocortin_mc3_receptor
mechanism_melanocortin_receptor_antagonist_antagonist_agonist,Melanocortin receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_melanocortin
mechanism_melanocortin_mc1_receptor_agonist_agonist,Melanocortin MC1 receptor agonist;agonist,receptor agonist;agonist,target_melanocortin_mc1
mechanism_calcitonin_receptor_agonist_agonist,Calcitonin receptor agonist;agonist,receptor agonist;agonist,target_calcitonin
mechanism_amylin_receptor_agonist_agonist,Amylin receptor agonist;agonist,receptor agonist;agonist,target_amylin
mechanism_k-ras_gtpase_inhibitor,K-Ras GTPase inhibitor,inhibitor,target_k-ras_gtpase
mechanism_dyrk-2_protein_kinase_modulator,DYRK-2 protein kinase modulator,modulator,target_dyrk-2_protein_kinase
mechanism_g_protein_coupled_receptor_55_antagonist_agonist,G protein coupled receptor 55 antagonist;agonist,antagonist;agonist,target_g_protein_coupled_receptor_55
mechanism_beta-arrestin_2_inhibitor,Beta-arrestin 2 inhibitor,inhibitor,target_beta-arrestin_2
mechanism_myc_gene_modulator_modulator,MYC gene modulator;modulator,gene modulator;modulator,target_myc
mechanism_angiotensin_ii_receptor_antagonist_antagonist_agonist,Angiotensin II receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_angiotensin_ii
mechanism_sphingosine-1-phosphate_receptor-3_antagonist_agonist,Sphingosine-1-phosphate receptor-3 antagonist;agonist,antagonist;agonist,target_sphingosine-1-phosphate_receptor-3
mechanism_uncoupling_protein-1_stimulator,Uncoupling protein-1 stimulator,stimulator,target_uncoupling_protein-1
mechanism_slc25a_gene_stimulator,SLC25A gene stimulator,stimulator,target_slc25a_gene
mechanism_adenine_nucleotide_translocator_stimulator,Adenine nucleotide translocator stimulator,stimulator,target_adenine_nucleotide_translocator
mechanism_mucolipin_2_stimulator,Mucolipin 2 stimulator,stimulator,target_mucolipin_2
mechanism_mucolipin_3_stimulator,Mucolipin 3 stimulator,stimulator,target_mucolipin_3
mechanism_phospholipase_c_gamma_2_inhibitor,Phospholipase C gamma 2 inhibitor,inhibitor,target_phospholipase_c_gamma_2
mechanism_arginase-i_inhibitor,Arginase-I inhibitor,inhibitor,target_arginase-i
mechanism_ubiquitin_ligase_modulator,Ubiquitin ligase modulator,modulator,target_ubiquitin_ligase
mechanism_mtor_inhibitor,mTOR inhibitor,inhibitor,target_mtor
mechanism_phosphoinositide-3_kinase_beta_inhibitor,Phosphoinositide-3 kinase beta inhibitor,inhibitor,target_phosphoinositide-3_kinase_beta
mechanism_neuroprotectant_unspecified,Neuroprotectant unspecified,unspecified,target_neuroprotectant
mechanism_glucagon_receptor_agonist_agonist,Glucagon receptor agonist;agonist,receptor agonist;agonist,target_glucagon
mechanism_aortic_smooth_muscle_actin_inhibitor,Aortic smooth muscle actin inhibitor,inhibitor,target_aortic_smooth_muscle_actin
mechanism_collagen_antagonist_agonist,Collagen antagonist;agonist,antagonist;agonist,target_collagen
mechanism_pyruvate_dehydrogenase_kinase-1_inhibitor,Pyruvate dehydrogenase kinase-1 inhibitor,inhibitor,target_pyruvate_dehydrogenase_kinase-1
mechanism_glucosylceramidase_inhibitor,Glucosylceramidase inhibitor,inhibitor,target_glucosylceramidase
mechanism_sodium_channel_inhibitor,Sodium channel inhibitor,inhibitor,target_sodium_channel
mechanism_cpt1a_gene_modulator_modulator,CPT1A gene modulator;modulator,gene modulator;modulator,target_cpt1a
mechanism_acox1_gene_modulator_modulator,ACOX1 gene modulator;modulator,gene modulator;modulator,target_acox1
mechanism_ppar_delta_agonist,PPAR delta agonist,agonist,target_ppar_delta
mechanism_pdk4_gene_stimulator,PDK4 gene stimulator,stimulator,target_pdk4_gene
mechanism_il6_gene_modulator_modulator,IL6 gene modulator;modulator,gene modulator;modulator,target_il6
mechanism_ppar_alpha_agonist,PPAR alpha agonist,agonist,target_ppar_alpha
mechanism_ccl5_gene_modulator_modulator,CCL5 gene modulator;modulator,gene modulator;modulator,target_ccl5
mechanism_transient_receptor_channel_trp_agonist,Transient receptor channel (TRP) agonist,agonist,target_transient_receptor_channel_trp
mechanism_gastric_inhibitory_polypeptide_receptor_agonist_agonist_inhibitor,Gastric inhibitory polypeptide receptor agonist;agonist;inhibitor,receptor agonist;agonist;inhibitor,target_gastric_inhibitory_polypeptide
mechanism_parathyroid_hormone_receptor_1_agonist,Parathyroid hormone receptor 1 agonist,agonist,target_parathyroid_hormone_receptor_1
mechanism_monoamine_transmitter_reuptake_uptake_inhibitor_inhibitor,Monoamine transmitter reuptake uptake inhibitor;inhibitor,uptake inhibitor;inhibitor,target_monoamine_transmitter_reuptake
mechanism_dopamine_inhibitor,Dopamine inhibitor,inhibitor,target_dopamine
mechanism_norepinephrine_inhibitor,Norepinephrine inhibitor,inhibitor,target_norepinephrine
mechanism_serotonin_inhibitor,Serotonin inhibitor,inhibitor,target_serotonin
mechanism_sigma-1_receptor_agonist_agonist_inhibitor,Sigma-1 receptor agonist;agonist;inhibitor,receptor agonist;agonist;inhibitor,target_sigma-1
mechanism_serotonin_5-ht_inhibitor,Serotonin 5-HT inhibitor,inhibitor,target_serotonin_5-ht
mechanism_kcnn_potassium_channel-4_inhibitor,KCNN potassium channel-4 inhibitor,inhibitor,target_kcnn_potassium_channel-4
mechanism_pyruvate_kinase_muscle_isozyme_inhibitor,Pyruvate kinase muscle isozyme inhibitor,inhibitor,target_pyruvate_kinase_muscle_isozyme
mechanism_protein_alex_inhibitor,Protein ALEX inhibitor,inhibitor,target_protein_alex
mechanism_glutathione_s-transferase_p1_inhibitor,Glutathione S-transferase P1 inhibitor,inhibitor,target_glutathione_s-transferase_p1
mechanism_abhydrolase_domain_protein_10_inhibitor,Abhydrolase domain protein 10 inhibitor,inhibitor,target_abhydrolase_domain_protein_10
mechanism_acat-2_inhibitor,ACAT-2 inhibitor,inhibitor,target_acat-2
mechanism_pde_4d_inhibitor,PDE 4d inhibitor,inhibitor,target_pde_4d
mechanism_cathelicidin_antimicrobial_peptide_modulator,Cathelicidin antimicrobial peptide modulator,modulator,target_cathelicidin_antimicrobial_peptide
mechanism_n-glycosylase_dna_lyase_inhibitor,N-glycosylase DNA lyase inhibitor,inhibitor,target_n-glycosylase_dna_lyase
mechanism_igf_binding_protein-1_stimulator,IGF binding protein-1 stimulator,stimulator,target_igf_binding_protein-1
mechanism_synaptotagmin_7_inhibitor,Synaptotagmin 7 inhibitor,inhibitor,target_synaptotagmin_7
mechanism_tryptophan_2_3_dioxygenase_inhibitor,"Tryptophan 2,3 dioxygenase inhibitor",inhibitor,target_tryptophan_2_3_dioxygenase
mechanism_pim-3_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,PIM-3 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_pim-3
mechanism_pim-1_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,PIM-1 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_pim-1
mechanism_pim-2_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,PIM-2 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_pim-2
mechanism_melanocortin_mc3_receptor_partial_agonist_agonist,Melanocortin MC3 receptor partial agonist;agonist,partial agonist;agonist,target_melanocortin_mc3_receptor
mechanism_melanocortin_mc3_receptor_agonist_agonist,Melanocortin MC3 receptor agonist;agonist,receptor agonist;agonist,target_melanocortin_mc3
mechanism_melanocortin_receptor_agonist_agonist,Melanocortin receptor agonist;agonist,receptor agonist;agonist,target_melanocortin
mechanism_aurora_protein_kinase_1_inhibitor,Aurora protein kinase 1 inhibitor,inhibitor,target_aurora_protein_kinase_1
mechanism_claudin_5_inhibitor,Claudin 5 inhibitor,inhibitor,target_claudin_5
mechanism_cacna1i_calcium_channel_subunit_inhibitor,CACNA1I calcium channel subunit inhibitor,inhibitor,target_cacna1i_calcium_channel_subunit
mechanism_cacna1b_calcium_channel_subunit_inhibitor,CACNA1B calcium channel subunit inhibitor,inhibitor,target_cacna1b_calcium_channel_subunit
mechanism_cacna1g_calcium_channel_subunit_inhibitor,CACNA1G calcium channel subunit inhibitor,inhibitor,target_cacna1g_calcium_channel_subunit
mechanism_type_i_tnf_receptor_antagonist_antagonist_agonist,Type I TNF receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_type_i_tnf
mechanism_pde_3a_inhibitor,PDE 3A inhibitor,inhibitor,target_pde_3a
mechanism_calpastatin_modulator,Calpastatin modulator,modulator,target_calpastatin
mechanism_camp_agonist,cAMP agonist,agonist,target_camp
mechanism_carbonic_anhydrase-i_inhibitor,Carbonic anhydrase-I inhibitor,inhibitor,target_carbonic_anhydrase-i
mechanism_voltage_gated_calcium_channel_cacng_inhibitor,Voltage gated calcium channel CACNG inhibitor,inhibitor,target_voltage_gated_calcium_channel_cacng
mechanism_histamine_h4_receptor_antagonist_antagonist_agonist,Histamine H4 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_histamine_h4
mechanism_interleukin_1_zeta_ligand_modulator_modulator,Interleukin 1 zeta ligand modulator;modulator,ligand modulator;modulator,target_interleukin_1_zeta
mechanism_interleukin_33_ligand_modulator_modulator,Interleukin 33 ligand modulator;modulator,ligand modulator;modulator,target_interleukin_33
mechanism_interleukin-1_alpha_ligand_modulator_modulator,Interleukin-1 alpha ligand modulator;modulator,ligand modulator;modulator,target_interleukin-1_alpha
mechanism_cannabinoid_cb1_receptor_agonist_agonist,Cannabinoid CB1 receptor agonist;agonist,receptor agonist;agonist,target_cannabinoid_cb1
mechanism_protein_kinase_g_inhibitor,Protein kinase G inhibitor,inhibitor,target_protein_kinase_g
mechanism_dyrk-4_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,DYRK-4 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_dyrk-4
mechanism_erg11_gene_inhibitor,ERG11 gene inhibitor,inhibitor,target_erg11_gene
mechanism_voltage_gated_potassium_channel_inhibitor,Voltage gated potassium channel inhibitor,inhibitor,target_voltage_gated_potassium_channel
mechanism_alpha_protein_kinase_1_inhibitor,Alpha protein kinase 1 inhibitor,inhibitor,target_alpha_protein_kinase_1
mechanism_ntrk2_receptor_antagonist_antagonist_agonist,TrkB / NTRK2 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_ntrk2
mechanism_cholecystokinin_cck2_receptor_antagonist_antagonist_agonist,Cholecystokinin CCK2 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_cholecystokinin_cck2
mechanism_norepinephrine_ne_reuptake_uptake_inhibitor_inhibitor,Norepinephrine (NE) reuptake . uptake inhibitor;inhibitor,uptake inhibitor;inhibitor,target_norepinephrine_ne_reuptake
mechanism_eukaryotic_initiation_2_alpha_kinase_1_inhibitor,Eukaryotic initiation 2 alpha kinase 1 inhibitor,inhibitor,target_eukaryotic_initiation_2_alpha_kinase_1
mechanism_phosphatase_1_regulatory_subunit_15a_inhibitor,Phosphatase 1 regulatory subunit 15A inhibitor,inhibitor,target_phosphatase_1_regulatory_subunit_15a
mechanism_dna_damage_inducible_transcript_3_inhibitor,DNA damage inducible transcript 3 inhibitor,inhibitor,target_dna_damage_inducible_transcript_3
mechanism_prostaglandin_15-dehydrogenase_inhibitor,Prostaglandin 15-dehydrogenase inhibitor,inhibitor,target_prostaglandin_15-dehydrogenase
mechanism_f1f0_atp_synthase_inhibitor,F1F0 ATP synthase inhibitor,inhibitor,target_f1f0_atp_synthase
mechanism_serine_threonine_protein_kinase_tao2_inhibitor,Serine threonine protein kinase TAO2 inhibitor,inhibitor,target_serine_threonine_protein_kinase_tao2
mechanism_tau_kinase_modulator,Tau kinase modulator,modulator,target_tau_kinase
mechanism_sphingomyelin_phosphodiesterase_inhibitor,Sphingomyelin phosphodiesterase inhibitor,inhibitor,target_sphingomyelin_phosphodiesterase
mechanism_opioid_receptor_mu_modulator,Opioid receptor mu modulator,modulator,target_opioid_receptor_mu
mechanism_cyclin_e1_inhibitor,Cyclin E1 inhibitor,inhibitor,target_cyclin_e1
mechanism_vegf-a_inhibitor,VEGF-A inhibitor,inhibitor,target_vegf-a
mechanism_rantes_ligand_inhibitor_inhibitor,RANTES ligand inhibitor;inhibitor,ligand inhibitor;inhibitor,target_rantes
mechanism_nmda_receptor_epsilon_4_subunit_modulator,NMDA receptor epsilon 4 subunit modulator,modulator,target_nmda_receptor_epsilon_4_subunit
mechanism_nmda_receptor_epsilon_3_subunit_modulator,NMDA receptor epsilon 3 subunit modulator,modulator,target_nmda_receptor_epsilon_3_subunit
mechanism_neurotensin_receptor_antagonist_antagonist_agonist,Neurotensin receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_neurotensin
mechanism_sortilin_receptor_antagonist_antagonist_agonist,Sortilin receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_sortilin
mechanism_brain_derived_neurotrophic_factor_ligand_inhibitor_inhibitor,Brain derived neurotrophic factor ligand inhibitor;inhibitor,ligand inhibitor;inhibitor,target_brain_derived_neurotrophic_factor
mechanism_nerve_growth_factor_ligand_inhibitor_inhibitor,Nerve growth factor ligand inhibitor;inhibitor,ligand inhibitor;inhibitor,target_nerve_growth_factor
mechanism_peptidylprolyl_isomerase_inhibitor,Peptidylprolyl isomerase inhibitor,inhibitor,target_peptidylprolyl_isomerase
mechanism_gaba_a_receptor_alpha-5_subunit_inverse_agonist_agonist,GABA A receptor alpha-5 subunit inverse agonist;agonist,inverse agonist;agonist,target_gaba_a_receptor_alpha-5_subunit
mechanism_ferroptosis_inhibitor,Ferroptosis inhibitor,inhibitor,target_ferroptosis
mechanism_complement_factor_b_inhibitor,Complement Factor B inhibitor,inhibitor,target_complement_factor_b
mechanism_interleukin-1_alpha_ligand_inhibitor_inhibitor,Interleukin-1 alpha ligand inhibitor;inhibitor,ligand inhibitor;inhibitor,target_interleukin-1_alpha
mechanism_proto-oncogene_mas_agonist,Proto-oncogene Mas agonist,agonist,target_proto-oncogene_mas
mechanism_il-16_ligand_inhibitor_inhibitor,IL-16 ligand inhibitor;inhibitor,ligand inhibitor;inhibitor,target_il-16
mechanism_pde_1a_inhibitor,PDE 1A inhibitor,inhibitor,target_pde_1a
mechanism_pde_3b_inhibitor,PDE 3B inhibitor,inhibitor,target_pde_3b
mechanism_pde_5a_inhibitor,PDE 5A inhibitor,inhibitor,target_pde_5a
mechanism_pde_1c_inhibitor,PDE 1C inhibitor,inhibitor,target_pde_1c
mechanism_pde_1b_inhibitor,PDE 1B inhibitor,inhibitor,target_pde_1b
mechanism_pde_2a_inhibitor,PDE 2A inhibitor,inhibitor,target_pde_2a
mechanism_5-ht_4_receptor_antagonist_antagonist_agonist,5-HT 4 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_5-ht_4
mechanism_g_protein_coupled_receptor_88_modulator,G protein coupled receptor 88 modulator,modulator,target_g_protein_coupled_receptor_88
mechanism_g_protein_coupled_receptor_4_antagonist_agonist,G protein coupled receptor 4 antagonist;agonist,antagonist;agonist,target_g_protein_coupled_receptor_4
mechanism_uncoupling_protein-2_stimulator,Uncoupling protein-2 stimulator,stimulator,target_uncoupling_protein-2
mechanism_adenine_nucleotide_translocator-1_stimulator,Adenine nucleotide translocator-1 stimulator,stimulator,target_adenine_nucleotide_translocator-1
mechanism_h+_k+_atpase_modulator,H+ K+ ATPase modulator,modulator,target_h+_k+_atpase
mechanism_solute_carrier_family_25a23_stimulator,Solute carrier family 25A23 stimulator,stimulator,target_solute_carrier_family_25a23
mechanism_uncoupling_protein-3_stimulator,Uncoupling protein-3 stimulator,stimulator,target_uncoupling_protein-3
mechanism_calcium_mitochondrial_carrier_aralar_2_stimulator,Calcium mitochondrial carrier Aralar 2 stimulator,stimulator,target_calcium_mitochondrial_carrier_aralar_2
mechanism_adenine_nucleotide_translocator-2_stimulator,Adenine nucleotide translocator-2 stimulator,stimulator,target_adenine_nucleotide_translocator-2
mechanism_adenine_nucleotide_translocator-3_stimulator,Adenine nucleotide translocator-3 stimulator,stimulator,target_adenine_nucleotide_translocator-3
mechanism_adp_atp_translocase_4_stimulator,ADP ATP translocase 4 stimulator,stimulator,target_adp_atp_translocase_4
mechanism_calcium_mitochondrial_carrier_aralar_1_stimulator,Calcium mitochondrial carrier Aralar 1 stimulator,stimulator,target_calcium_mitochondrial_carrier_aralar_1
mechanism_rip-1_kinase_modulator,RIP-1 kinase modulator,modulator,target_rip-1_kinase
mechanism_t_cell_receptor_antagonist_antagonist_agonist,T cell receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_t_cell
mechanism_hcn_potassium-sodium_channel_4_inhibitor,HCN potassium-sodium channel 4 inhibitor,inhibitor,target_hcn_potassium-sodium_channel_4
mechanism_synaptogyrin_3_inhibitor,Synaptogyrin 3 inhibitor,inhibitor,target_synaptogyrin_3
mechanism_cd223_agonist,CD223 agonist,agonist,target_cd223
mechanism_telomerase_stimulator,Telomerase stimulator,stimulator,target_telomerase
mechanism_metalloprotease-2_inhibitor,Metalloprotease-2 inhibitor,inhibitor,target_metalloprotease-2
mechanism_gelatinase_inhibitor,Gelatinase inhibitor,inhibitor,target_gelatinase
mechanism_adenosine_a3_receptor_antagonist_antagonist_agonist,Adenosine A3 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_adenosine_a3
mechanism_cnr1_inverse_agonist_agonist,CNR1 inverse agonist;agonist,inverse agonist;agonist,target_cnr1
mechanism_gabbr_modulator,GABBR modulator,modulator,target_gabbr
mechanism_splicing_factor_inhibitor,Splicing factor inhibitor,inhibitor,target_splicing_factor
mechanism_opioid_receptor_kappa_modulator,Opioid receptor kappa modulator,modulator,target_opioid_receptor_kappa
mechanism_dna_primase_inhibitor,DNA primase inhibitor,inhibitor,target_dna_primase
mechanism_chemokine_receptor-like_2_modulator,Chemokine receptor-like 2 modulator,modulator,target_chemokine_receptor-like_2
mechanism_hedgehog_protein_stimulator,Hedgehog protein stimulator,stimulator,target_hedgehog_protein
mechanism_ptch_gene_stimulator,PTCH gene stimulator,stimulator,target_ptch_gene
mechanism_gli1_transcription_factor_stimulator,GLI1 transcription factor stimulator,stimulator,target_gli1_transcription_factor
mechanism_gaba_a_receptor_alpha-1_subunit_stimulator,GABA A receptor alpha-1 subunit stimulator,stimulator,target_gaba_a_receptor_alpha-1_subunit
mechanism_cathepsin_b_modulator,Cathepsin B modulator,modulator,target_cathepsin_b
mechanism_scn1a_sodium_channel_subunit_stimulator,SCN1A sodium channel subunit stimulator,stimulator,target_scn1a_sodium_channel_subunit
mechanism_g-protein_coupled_receptor-119_antagonist_agonist,G-protein coupled receptor-119 antagonist;agonist,antagonist;agonist,target_g-protein_coupled_receptor-119
