mechanism_id,name,action_type,target_id
mechanism_purine_nucleoside_phosphorylase_modulator,Purine nucleoside phosphorylase modulator,modulator,target_purine_nucleoside_phosphorylase
mechanism_ccdc39_gene_modulator_modulator,CCDC39 gene modulator;modulator,gene modulator;modulator,target_ccdc39
mechanism_coiled_coil_domain_protein_39_modulator,Coiled coil domain protein 39 modulator,modulator,target_coiled_coil_domain_protein_39
mechanism_laminin_beta-1_subunit_modulator,Laminin beta-1 subunit modulator,modulator,target_laminin_beta-1_subunit
mechanism_desmin_modulator,Desmin modulator,modulator,target_desmin
mechanism_aminopeptidase_n_modulator,Aminopeptidase N modulator,modulator,target_aminopeptidase_n
mechanism_stromal_cell-derived_factor_1_ligand_modulator_modulator,Stromal cell-derived factor 1 ligand modulator;modulator,ligand modulator;modulator,target_stromal_cell-derived_factor_1
mechanism_cadherin-5_modulator,Cadherin-5 modulator,modulator,target_cadherin-5
mechanism_collagen_iv_modulator,Collagen IV modulator,modulator,target_collagen_iv
mechanism_aortic_smooth_muscle_actin_modulator,Aortic smooth muscle actin modulator,modulator,target_aortic_smooth_muscle_actin
mechanism_cadherin-2_modulator,Cadherin-2 modulator,modulator,target_cadherin-2
mechanism_muscle_specific_kinase_receptor_modulator,Muscle specific kinase receptor modulator,modulator,target_muscle_specific_kinase_receptor
mechanism_immunoglobulin_modulator,Immunoglobulin modulator,modulator,target_immunoglobulin
mechanism_alk-6_protein_kinase_modulator,Alk-6 protein kinase modulator,modulator,target_alk-6_protein_kinase
mechanism_immunoglobulin_g2_modulator,Immunoglobulin G2 modulator,modulator,target_immunoglobulin_g2
mechanism_bone_morphogenetic_protein_receptor_modulator,Bone morphogenetic protein receptor modulator,modulator,target_bone_morphogenetic_protein_receptor
mechanism_metabotropic_glutamate_receptor_2_modulator,Metabotropic glutamate receptor 2 modulator,modulator,target_metabotropic_glutamate_receptor_2
mechanism_atp_binding_cassette_transporter_a1_stimulator,ATP binding cassette transporter A1 stimulator,stimulator,target_atp_binding_cassette_transporter_a1
mechanism_jak1_tyrosine_kinase_inhibitor_inhibitor,Jak1 tyrosine kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_jak1_tyrosine
mechanism_il-10_receptor_antagonist_antagonist_agonist,IL-10 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_il-10
mechanism_il-13_receptor_antagonist_antagonist_agonist,IL-13 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_il-13
mechanism_tyk2_tyrosine_kinase_inhibitor_inhibitor,Tyk2 tyrosine kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_tyk2_tyrosine
mechanism_jak3_tyrosine_kinase_inhibitor_inhibitor,Jak3 tyrosine kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_jak3_tyrosine
mechanism_jak2_tyrosine_kinase_inhibitor_inhibitor,Jak2 tyrosine kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_jak2_tyrosine
mechanism_tissue_transglutaminase_inhibitor,Tissue transglutaminase inhibitor,inhibitor,target_tissue_transglutaminase
mechanism_2_3_cyclic_nucleotide_phosphodiesterase_modulator,"2,3 cyclic nucleotide phosphodiesterase modulator",modulator,target_2_3_cyclic_nucleotide_phosphodiesterase
mechanism_oligodendrocyte_transcription_factor_2_modulator,Oligodendrocyte transcription factor 2 modulator,modulator,target_oligodendrocyte_transcription_factor_2
mechanism_lingo1_gene_modulator_modulator,LINGO1 gene modulator;modulator,gene modulator;modulator,target_lingo1
mechanism_olig1_gene_modulator_modulator,OLIG1 gene modulator;modulator,gene modulator;modulator,target_olig1
mechanism_olig2_gene_modulator_modulator,OLIG2 gene modulator;modulator,gene modulator;modulator,target_olig2
mechanism_oligodendrocyte_transcription_factor_1_modulator,Oligodendrocyte transcription factor 1 modulator,modulator,target_oligodendrocyte_transcription_factor_1
mechanism_mapt_gene_modulator_modulator,Tau protein gene modulator;modulator,gene modulator;modulator,target_mapt
mechanism_leucine_rich_repeat_neuronal_protein_6a_modulator,Leucine rich repeat neuronal protein 6A modulator,modulator,target_leucine_rich_repeat_neuronal_protein_6a
mechanism_cnp_gene_modulator_modulator,CNP gene modulator;modulator,gene modulator;modulator,target_cnp
mechanism_opioid_receptor_sigma_1_modulator,Opioid receptor sigma 1 modulator,modulator,target_opioid_receptor_sigma_1
mechanism_huntingtin_stimulator,Huntingtin stimulator,stimulator,target_huntingtin
mechanism_n-formyl_peptide_receptor_modulator,N-formyl peptide receptor modulator,modulator,target_n-formyl_peptide_receptor
mechanism_histamine_n_methyltransferase_inhibitor,Histamine N methyltransferase inhibitor,inhibitor,target_histamine_n_methyltransferase
mechanism_factor_xiia_antagonist_agonist,Factor XIIa antagonist;agonist,antagonist;agonist,target_factor_xiia
mechanism_atf_transcription_factor_4_inhibitor,ATF transcription factor 4 inhibitor,inhibitor,target_atf_transcription_factor_4
mechanism_12-lipoxygenase_modulator,12-Lipoxygenase modulator,modulator,target_12-lipoxygenase
mechanism_mmp2_gene_modulator_modulator,MMP2 gene modulator;modulator,gene modulator;modulator,target_mmp2
mechanism_il27_gene_modulator_modulator,IL27 gene modulator;modulator,gene modulator;modulator,target_il27
mechanism_programmed_cell_death_protein_1_modulator,Programmed cell death protein 1 modulator,modulator,target_programmed_cell_death_protein_1
mechanism_cd33_agonist,CD33 agonist,agonist,target_cd33
mechanism_cxcl10_gene_modulator_modulator,CXCL10 gene modulator;modulator,gene modulator;modulator,target_cxcl10
mechanism_myelin_associated_glycoprotein_protein_modulator_modulator,Myelin associated glycoprotein protein modulator;modulator,protein modulator;modulator,target_myelin_associated_glycoprotein
mechanism_carnitine_palmitoyltransferase-i_inhibitor,Carnitine palmitoyltransferase-I inhibitor,inhibitor,target_carnitine_palmitoyltransferase-i
mechanism_cpt1_gene_inhibitor,CPT1 gene inhibitor,inhibitor,target_cpt1_gene
mechanism_lysophospholipase_2_inhibitor,Lysophospholipase 2 inhibitor,inhibitor,target_lysophospholipase_2
mechanism_lysophospholipase_1_inhibitor,Lysophospholipase 1 inhibitor,inhibitor,target_lysophospholipase_1
mechanism_stat-3_modulator,STAT-3 modulator,modulator,target_stat-3
mechanism_pip5p_4_kinase_type_ii_beta_inhibitor,PIP5P 4 kinase type II beta inhibitor,inhibitor,target_pip5p_4_kinase_type_ii_beta
mechanism_pip5k2_protein_inhibitor,PIP5K2 protein inhibitor,inhibitor,target_pip5k2_protein
mechanism_pip5p_4_kinase_type_ii_gamma_inhibitor,PIP5P 4 kinase type II gamma inhibitor,inhibitor,target_pip5p_4_kinase_type_ii_gamma
mechanism_liver_x_receptor_modulator,Liver X receptor modulator,modulator,target_liver_x_receptor
mechanism_nad_synthase_inhibitor,NAD synthase inhibitor,inhibitor,target_nad_synthase
mechanism_nicotinamide_phosphoribosyltransferase_inhibitor,Nicotinamide phosphoribosyltransferase inhibitor,inhibitor,target_nicotinamide_phosphoribosyltransferase
mechanism_il-12_receptor_modulator,IL-12 receptor modulator,modulator,target_il-12_receptor
mechanism_interferon_alpha_1_ligand_modulator_modulator,Interferon alpha 1 ligand modulator;modulator,ligand modulator;modulator,target_interferon_alpha_1
mechanism_interferon_alpha_ligand_modulator_modulator,Interferon alpha ligand modulator;modulator,ligand modulator;modulator,target_interferon_alpha
mechanism_interferon_alpha_1_ligand_inhibitor_inhibitor,Interferon alpha 1 ligand inhibitor;inhibitor,ligand inhibitor;inhibitor,target_interferon_alpha_1
mechanism_lysyl_oxidase_inhibitor,Lysyl oxidase inhibitor,inhibitor,target_lysyl_oxidase
mechanism_transcriptional_enhancer_factor_tef-1_inhibitor,Transcriptional enhancer factor TEF-1 inhibitor,inhibitor,target_transcriptional_enhancer_factor_tef-1
mechanism_65_kda_yes-associated_protein_inhibitor,65 kDa Yes-associated protein inhibitor,inhibitor,target_65_kda_yes-associated_protein
mechanism_pde_4_inhibitor,PDE 4 inhibitor,inhibitor,target_pde_4
mechanism_vegf-3_receptor_antagonist_antagonist_agonist,VEGF-3 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_vegf-3
mechanism_ret_tyrosine_kinase_receptor_family_inhibitor,RET tyrosine kinase receptor family inhibitor,inhibitor,target_ret_tyrosine_kinase_receptor_family
mechanism_mer_tyrosine_kinase_receptor_inhibitor,Mer tyrosine kinase receptor inhibitor,inhibitor,target_mer_tyrosine_kinase_receptor
mechanism_erbb2_tyrosine_kinase_receptor_inhibitor,Erbb2 tyrosine kinase receptor inhibitor,inhibitor,target_erbb2_tyrosine_kinase_receptor
mechanism_vegf_receptor_antagonist_antagonist_agonist,VEGF receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_vegf
mechanism_tyro3_tyrosine_kinase_receptor_inhibitor,Tyro3 tyrosine kinase receptor inhibitor,inhibitor,target_tyro3_tyrosine_kinase_receptor
mechanism_epidermal_growth_factor_receptor_antagonist_antagonist_agonist,Epidermal growth factor receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_epidermal_growth_factor
mechanism_met_tyrosine_kinase_receptor_family_inhibitor,MET tyrosine kinase receptor family inhibitor,inhibitor,target_met_tyrosine_kinase_receptor_family
mechanism_kcna_voltage-gated_potassium_channel-3_inhibitor,KCNA voltage-gated potassium channel-3 inhibitor,inhibitor,target_kcna_voltage-gated_potassium_channel-3
mechanism_p2y1_purinoceptor_antagonist_agonist,P2Y1 purinoceptor antagonist;agonist,antagonist;agonist,target_p2y1_purinoceptor
mechanism_dopamine_d1_receptor_antagonist_antagonist_agonist,Dopamine D1 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_dopamine_d1
mechanism_nuclear_factor_kappa_b_inhibitor,Nuclear factor kappa B inhibitor,inhibitor,target_nuclear_factor_kappa_b
mechanism_cofilin_1_inhibitor,Cofilin 1 inhibitor,inhibitor,target_cofilin_1
mechanism_line_1_transposase_domain_protein_1_inhibitor,LINE 1 transposase domain protein 1 inhibitor,inhibitor,target_line_1_transposase_domain_protein_1
mechanism_reverse_transcriptase_inhibitor,Reverse transcriptase inhibitor,inhibitor,target_reverse_transcriptase
mechanism_itln1_gene_modulator_modulator,ITLN1 gene modulator;modulator,gene modulator;modulator,target_itln1
mechanism_mucin_2_modulator,Mucin 2 modulator,modulator,target_mucin_2
mechanism_muc2_gene_modulator_modulator,MUC2 gene modulator;modulator,gene modulator;modulator,target_muc2
mechanism_cadherin-1_modulator,Cadherin-1 modulator,modulator,target_cadherin-1
mechanism_intelectin_1_modulator,Intelectin 1 modulator,modulator,target_intelectin_1
mechanism_regenerating_islet-derived_protein_3g_modulator,Regenerating islet-derived protein 3g modulator,modulator,target_regenerating_islet-derived_protein_3g
mechanism_reg3g_gene_modulator_modulator,REG3G gene modulator;modulator,gene modulator;modulator,target_reg3g
mechanism_programmed_cell_death_ligand_1_inhibitor,Programmed cell death ligand 1 inhibitor,inhibitor,target_programmed_cell_death_ligand_1
mechanism_programmed_cell_death_protein_1_inhibitor,Programmed cell death protein 1 inhibitor,inhibitor,target_programmed_cell_death_protein_1
mechanism_pou_domain_5_transcription_factor_1_stimulator,POU domain 5 transcription factor 1 stimulator,stimulator,target_pou_domain_5_transcription_factor_1
mechanism_mnk2_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,MNK2 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_mnk2
mechanism_mnk1_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,MNK1 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_mnk1
mechanism_nlrp3_modulator,NLRP3 inflammasome modulator,modulator,target_nlrp3
mechanism_macrophage_mannose_receptor_1_modulator,Macrophage mannose receptor 1 modulator,modulator,target_macrophage_mannose_receptor_1
mechanism_sra_gene_modulator_modulator,SRA gene modulator;modulator,gene modulator;modulator,target_sra
mechanism_arginase-i_modulator,Arginase-I modulator,modulator,target_arginase-i
mechanism_resistin-like_alpha_ligand_modulator_modulator,Resistin-like alpha ligand modulator;modulator,ligand modulator;modulator,target_resistin-like_alpha
mechanism_chil3_gene_modulator_modulator,Chil3 gene modulator;modulator,gene modulator;modulator,target_chil3
mechanism_retnla_gene_modulator_modulator,RETNLA gene modulator;modulator,gene modulator;modulator,target_retnla
mechanism_chitinase_3_like_protein_3_modulator,Chitinase 3 like protein 3 modulator,modulator,target_chitinase_3_like_protein_3
mechanism_arg1_gene_modulator_modulator,ARG1 gene modulator;modulator,gene modulator;modulator,target_arg1
mechanism_adam-10_modulator,ADAM-10 modulator,modulator,target_adam-10
mechanism_il10_gene_modulator_modulator,IL10 gene modulator;modulator,gene modulator;modulator,target_il10
mechanism_mrc1_gene_modulator_modulator,MRC1 gene modulator;modulator,gene modulator;modulator,target_mrc1
mechanism_scavenger_receptor_modulator,Scavenger receptor modulator,modulator,target_scavenger_receptor
mechanism_nuclear_factor_kappa_b_modulator,Nuclear factor kappa B modulator,modulator,target_nuclear_factor_kappa_b
mechanism_afp_gene_modulator_modulator,AFP gene modulator;modulator,gene modulator;modulator,target_afp
mechanism_cd66e_modulator,CD66e modulator,modulator,target_cd66e
mechanism_psen2_gene_modulator_modulator,PSEN2 gene modulator;modulator,gene modulator;modulator,target_psen2
mechanism_brca2_gene_modulator_modulator,BRCA2 gene modulator;modulator,gene modulator;modulator,target_brca2
mechanism_egfr_gene_modulator_modulator,EGFR gene modulator;modulator,gene modulator;modulator,target_egfr
mechanism_brca1_gene_modulator_modulator,BRCA1 gene modulator;modulator,gene modulator;modulator,target_brca1
mechanism_gba_gene_modulator_modulator,GBA gene modulator;modulator,gene modulator;modulator,target_gba
mechanism_caspase-2_inhibitor,Caspase-2 inhibitor,inhibitor,target_caspase-2
mechanism_ccl2_gene_modulator_modulator,CCL2 gene modulator;modulator,gene modulator;modulator,target_ccl2
mechanism_monocyte_chemotactic_protein_1_ligand_modulator_modulator,Monocyte chemotactic protein 1 ligand modulator;modulator,ligand modulator;modulator,target_monocyte_chemotactic_protein_1
mechanism_transglutaminase_inhibitor,Transglutaminase inhibitor,inhibitor,target_transglutaminase
mechanism_superoxide_dismutase_cu-zn_modulator,Superoxide dismutase (Cu-Zn) modulator,modulator,target_superoxide_dismutase_cu-zn
mechanism_htr2a_inverse_agonist_agonist,5-HT2A receptor inverse agonist;agonist,inverse agonist;agonist,target_htr2a
mechanism_6-phosphofructokinase_1_stimulator,6-Phosphofructokinase 1 stimulator,stimulator,target_6-phosphofructokinase_1
mechanism_insulin-like_growth_factor_1_receptor_modulator,Insulin-like growth factor 1 receptor modulator,modulator,target_insulin-like_growth_factor_1_receptor
mechanism_glucocorticoid_receptor_agonist_agonist,Glucocorticoid receptor agonist;agonist,receptor agonist;agonist,target_glucocorticoid
mechanism_muscarinic_receptor_modulator,Muscarinic receptor modulator,modulator,target_muscarinic_receptor
mechanism_htt_gene_inhibitor,HTT gene inhibitor,inhibitor,target_htt_gene
mechanism_occludin_modulator,Occludin modulator,modulator,target_occludin
mechanism_adducin_gamma_inhibitor,Adducin gamma inhibitor,inhibitor,target_adducin_gamma
mechanism_tnf_ligand_modulator_modulator,TNF ligand modulator;modulator,ligand modulator;modulator,target_tnf
mechanism_orl1_receptor_agonist_agonist,ORL1 receptor agonist;agonist,receptor agonist;agonist,target_orl1
mechanism_mitofusin_2_stimulator,Mitofusin 2 stimulator,stimulator,target_mitofusin_2
mechanism_mitofusin_1_stimulator,Mitofusin 1 stimulator,stimulator,target_mitofusin_1
mechanism_gaba_a_receptor_gamma-1_subunit_stimulator,GABA A receptor gamma-1 subunit stimulator,stimulator,target_gaba_a_receptor_gamma-1_subunit
mechanism_htr2b_modulator,HTR2B modulator,modulator,target_htr2b
mechanism_nmda_receptor_epsilon_1_subunit_modulator,NMDA receptor epsilon 1 subunit modulator,modulator,target_nmda_receptor_epsilon_1_subunit
mechanism_grin2a_gene_modulator_modulator,GRIN2A gene modulator;modulator,gene modulator;modulator,target_grin2a
mechanism_mao_inhibitor,MAO inhibitor,inhibitor,target_mao
mechanism_15-lipoxygenase_inhibitor,15-Lipoxygenase inhibitor,inhibitor,target_15-lipoxygenase
mechanism_12-lipoxygenase_inhibitor,12-Lipoxygenase inhibitor,inhibitor,target_12-lipoxygenase
mechanism_interleukin-6_ligand_inhibitor_inhibitor,Interleukin-6 ligand inhibitor;inhibitor,ligand inhibitor;inhibitor,target_interleukin-6
mechanism_gaba_a_receptor_beta-1_subunit_inhibitor,GABA A receptor beta-1 subunit inhibitor,inhibitor,target_gaba_a_receptor_beta-1_subunit
mechanism_serine_threonine_protein_kinase_pink1_stimulator,Serine threonine protein kinase PINK1 stimulator,stimulator,target_serine_threonine_protein_kinase_pink1
mechanism_jun_n_kinase_interacting_protein_3_inhibitor,Jun N kinase interacting protein 3 inhibitor,inhibitor,target_jun_n_kinase_interacting_protein_3
mechanism_tkt_gene_modulator_modulator,TKT gene modulator;modulator,gene modulator;modulator,target_tkt
mechanism_superoxide_dismutase_mn_modulator,Superoxide dismutase Mn modulator,modulator,target_superoxide_dismutase_mn
mechanism_proteasome_complex_subunit_3_modulator_activator,Proteasome complex subunit 3 modulator;activator,modulator;activator,target_proteasome_complex_subunit_3
mechanism_cytoplasmic_tyrosyl_trna_synthetase_modulator,Cytoplasmic tyrosyl tRNA synthetase modulator,modulator,target_cytoplasmic_tyrosyl_trna_synthetase
mechanism_ubiquitin_ligase_e3a_modulator,Ubiquitin ligase E3A modulator,modulator,target_ubiquitin_ligase_e3a
mechanism_mitochondrial_tryptophan_trna_ligase_modulator,Mitochondrial tryptophan tRNA ligase modulator,modulator,target_mitochondrial_tryptophan_trna_ligase
mechanism_htr1a_receptor_antagonist_antagonist_agonist,5-HT1A receptor receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_htr1a
mechanism_uncharacterized_protein_c9orf72_inhibitor,Uncharacterized protein C9orf72 inhibitor,inhibitor,target_uncharacterized_protein_c9orf72
mechanism_lethal_3_tumor_like_protein_1_inhibitor,Lethal 3 tumor like protein 1 inhibitor,inhibitor,target_lethal_3_tumor_like_protein_1
mechanism_mapt_inhibitor,Tau protein inhibitor,inhibitor,target_mapt
mechanism_ets-related_transcription_factor_elf-4_inhibitor,ETS-related transcription factor Elf-4 inhibitor,inhibitor,target_ets-related_transcription_factor_elf-4
mechanism_synuclein_inhibitor,Synuclein inhibitor,inhibitor,target_synuclein
mechanism_vasohibin-2_inhibitor,Vasohibin-2 inhibitor,inhibitor,target_vasohibin-2
mechanism_vasohibin_1_inhibitor,Vasohibin 1 inhibitor,inhibitor,target_vasohibin_1
mechanism_angiotensin_ii_at-1_receptor_antagonist_antagonist_agonist,Angiotensin II AT-1 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_angiotensin_ii_at-1
mechanism_endothelin_et-a_receptor_antagonist_antagonist_agonist,Endothelin ET-A receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_endothelin_et-a
mechanism_kcnq_voltage-gated_potassium_channel-3_stimulator,KCNQ voltage-gated potassium channel-3 stimulator,stimulator,target_kcnq_voltage-gated_potassium_channel-3
mechanism_pgf2_alpha_agonist,PGF2 alpha agonist,agonist,target_pgf2_alpha
mechanism_cftr_inhibitor,CFTR inhibitor,inhibitor,target_cftr
mechanism_splicing_factor_modulator,Splicing factor modulator,modulator,target_splicing_factor
mechanism_pre_mrna_splicing_factor_38_modulator,Pre mRNA splicing factor 38 modulator,modulator,target_pre_mrna_splicing_factor_38
mechanism_alpha_1a_adrenoceptor_antagonist_agonist,Alpha 1A adrenoceptor antagonist;agonist,antagonist;agonist,target_alpha_1a_adrenoceptor
mechanism_5-ht_receptor_antagonist_antagonist_agonist,5-HT receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_5-ht
mechanism_histamine_h1_receptor_antagonist_antagonist_agonist,Histamine H1 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_histamine_h1
mechanism_htr6_receptor_agonist_agonist,HTR6 receptor agonist;agonist,receptor agonist;agonist,target_htr6
mechanism_adrenergic_receptor_antagonist_antagonist_agonist,Adrenergic receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_adrenergic
mechanism_pyruvate_dehydrogenase_kinase-2_inhibitor,Pyruvate dehydrogenase kinase-2 inhibitor,inhibitor,target_pyruvate_dehydrogenase_kinase-2
mechanism_p2x7_purinoceptor_antagonist_agonist,P2X7 purinoceptor antagonist;agonist,antagonist;agonist,target_p2x7_purinoceptor
mechanism_sortilin_receptor_modulator,Sortilin receptor modulator,modulator,target_sortilin_receptor
mechanism_alcohol_dehydrogenase_inhibitor,Alcohol dehydrogenase inhibitor,inhibitor,target_alcohol_dehydrogenase
mechanism_srebf2_gene_modulator_modulator,SREBF2 gene modulator;modulator,gene modulator;modulator,target_srebf2
mechanism_trem2_modulator,TREM2 modulator,modulator,target_trem2
mechanism_sst_gene_modulator_modulator,SST gene modulator;modulator,gene modulator;modulator,target_sst
mechanism_comt_gene_modulator_modulator,COMT gene modulator;modulator,gene modulator;modulator,target_comt
mechanism_complement_c3_modulator,Complement C3 modulator,modulator,target_complement_c3
mechanism_immunoglobulin_m_modulator,Immunoglobulin M modulator,modulator,target_immunoglobulin_m
mechanism_gaba_a_receptor_alpha-5_subunit_stimulator,GABA A receptor alpha-5 subunit stimulator,stimulator,target_gaba_a_receptor_alpha-5_subunit
mechanism_agmatinase_inhibitor,Agmatinase inhibitor,inhibitor,target_agmatinase
mechanism_shank3_gene_modulator_modulator,SHANK3 gene modulator;modulator,gene modulator;modulator,target_shank3
mechanism_ubiquitin_carboxyl_hydrolase_cyld_modulator,Ubiquitin carboxyl hydrolase CYLD modulator,modulator,target_ubiquitin_carboxyl_hydrolase_cyld
mechanism_cyld_gene_modulator_modulator,CYLD gene modulator;modulator,gene modulator;modulator,target_cyld
mechanism_unspecified_gpcr_agonist,Unspecified GPCR agonist,agonist,target_unspecified_gpcr
mechanism_dopamine_receptor_interacting_protein_2_agonist,Dopamine receptor interacting protein 2 agonist,agonist,target_dopamine_receptor_interacting_protein_2
mechanism_androgen_receptor_antagonist_antagonist_agonist,Androgen receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_androgen
mechanism_creb_binding_protein_inhibitor,CREB binding protein inhibitor,inhibitor,target_creb_binding_protein
mechanism_beta-catenin_inhibitor,Beta-catenin inhibitor,inhibitor,target_beta-catenin
mechanism_g-protein_coupled_receptor_83_agonist,G-protein coupled receptor 83 agonist,agonist,target_g-protein_coupled_receptor_83
mechanism_5_ht_2c_receptor_inverse_agonist_agonist,5 HT 2c receptor inverse agonist;agonist,inverse agonist;agonist,target_5_ht_2c_receptor
mechanism_gaba_a_receptor_gamma-1_subunit_modulator,GABA A receptor gamma-1 subunit modulator,modulator,target_gaba_a_receptor_gamma-1_subunit
mechanism_ectonucleotide_pyrophosphatase-pde-2_inhibitor,Ectonucleotide pyrophosphatase-PDE-2 inhibitor,inhibitor,target_ectonucleotide_pyrophosphatase-pde-2
mechanism_solute_carrier_family_40a1_inhibitor,Solute carrier family 40A1 inhibitor,inhibitor,target_solute_carrier_family_40a1
mechanism_scn1a_gene_modulator_modulator,SCN1A gene modulator;modulator,gene modulator;modulator,target_scn1a
mechanism_scn3a_sodium_channel_subunit_modulator,SCN3A sodium channel subunit modulator,modulator,target_scn3a_sodium_channel_subunit
mechanism_scn3a_gene_modulator_modulator,SCN3A gene modulator;modulator,gene modulator;modulator,target_scn3a
mechanism_scn1b_gene_modulator_modulator,SCN1B gene modulator;modulator,gene modulator;modulator,target_scn1b
mechanism_scn2a_sodium_channel_subunit_modulator,SCN2A sodium channel subunit modulator,modulator,target_scn2a_sodium_channel_subunit
mechanism_scn1a_sodium_channel_subunit_modulator,SCN1A sodium channel subunit modulator,modulator,target_scn1a_sodium_channel_subunit
mechanism_innate_immunity_protein_modulator_modulator_activator,Innate immunity protein modulator;modulator;activator,protein modulator;modulator;activator,target_innate_immunity
mechanism_scn1b_sodium_channel_subunit_modulator,SCN1B sodium channel subunit modulator,modulator,target_scn1b_sodium_channel_subunit
mechanism_fatty_acid_amide_hydrolase_inhibitor,Fatty acid amide hydrolase inhibitor,inhibitor,target_fatty_acid_amide_hydrolase
mechanism_ap2-associated_protein_kinase_1_inhibitor,AP2-associated protein kinase 1 inhibitor,inhibitor,target_ap2-associated_protein_kinase_1
mechanism_nicotinic_ach_receptor_alpha_9_subunit_modulator,Nicotinic ACh receptor alpha 9 subunit modulator,modulator,target_nicotinic_ach_receptor_alpha_9_subunit
mechanism_apoe_gene_modulator_modulator,APOE gene modulator;modulator,gene modulator;modulator,target_apoe
mechanism_psen1_gene_modulator_modulator,PSEN1 gene modulator;modulator,gene modulator;modulator,target_psen1
mechanism_pax6_gene_modulator_modulator,PAX6 gene modulator;modulator,gene modulator;modulator,target_pax6
mechanism_phospholipase_c_stimulator,Phospholipase C stimulator,stimulator,target_phospholipase_c
mechanism_copper_transporting_atpase_inhibitor,Copper transporting ATPase inhibitor,inhibitor,target_copper_transporting_atpase
mechanism_atp7b_gene_inhibitor,ATP7B gene inhibitor,inhibitor,target_atp7b_gene
mechanism_lysyl_oxidase_homolog_4_inhibitor,Lysyl oxidase homolog 4 inhibitor,inhibitor,target_lysyl_oxidase_homolog_4
mechanism_atp7a_gene_inhibitor,ATP7A gene inhibitor,inhibitor,target_atp7a_gene
mechanism_muscarinic_m4_receptor_agonist_agonist,Muscarinic M4 receptor agonist;agonist,receptor agonist;agonist,target_muscarinic_m4
mechanism_ketohexokinase_kinase_inhibitor_inhibitor,Ketohexokinase kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_ketohexokinase
mechanism_proteasome_beta-8_subunit_inhibitor,Proteasome beta-8 subunit inhibitor,inhibitor,target_proteasome_beta-8_subunit
mechanism_ras_gtpase_activating_binding_protein_2_inhibitor,Ras GTPase activating binding protein 2 inhibitor,inhibitor,target_ras_gtpase_activating_binding_protein_2
mechanism_ras_gtpase_activating_binding_protein_1_inhibitor,Ras GTPase activating binding protein 1 inhibitor,inhibitor,target_ras_gtpase_activating_binding_protein_1
mechanism_plasma_cell_induced_resident_er_protein_inhibitor,Plasma cell induced resident ER protein inhibitor,inhibitor,target_plasma_cell_induced_resident_er_protein
mechanism_cannabinoid_cb2_receptor_agonist_agonist,Cannabinoid CB2 receptor agonist;agonist,receptor agonist;agonist,target_cannabinoid_cb2
mechanism_taf1_gene_modulator_modulator,TAF1 gene modulator;modulator,gene modulator;modulator,target_taf1
mechanism_cpeb4_gene_modulator_modulator,CPEB4 gene modulator;modulator,gene modulator;modulator,target_cpeb4
mechanism_gaba_a_receptor_alpha-5_subunit_modulator,GABA A receptor alpha-5 subunit modulator,modulator,target_gaba_a_receptor_alpha-5_subunit
mechanism_alpha_1_adrenoceptor_antagonist_agonist,Alpha 1 adrenoceptor antagonist;agonist,antagonist;agonist,target_alpha_1_adrenoceptor
mechanism_alpha_2c_adrenoceptor_antagonist_agonist,Alpha 2C adrenoceptor antagonist;agonist,antagonist;agonist,target_alpha_2c_adrenoceptor
mechanism_alpha_1b_adrenoceptor_antagonist_agonist,Alpha 1B adrenoceptor antagonist;agonist,antagonist;agonist,target_alpha_1b_adrenoceptor
mechanism_drd3_partial_agonist_agonist,DRD3 partial agonist;agonist,partial agonist;agonist,target_drd3
mechanism_muscarinic_receptor_agonist_agonist,Muscarinic receptor agonist;agonist,receptor agonist;agonist,target_muscarinic
mechanism_glucosylceramidase_modulator,Glucosylceramidase modulator,modulator,target_glucosylceramidase
mechanism_hypoxia_inducible_factor-2_alpha_inhibitor,Hypoxia inducible factor-2 alpha inhibitor,inhibitor,target_hypoxia_inducible_factor-2_alpha
